"Station number","River","Location","Catchment area","Year opened","Year closed","Peak flow data","Daily data","Live data","Factors affecting runoff"
"71010","Pendle Water","Barden Lane","108","1971","","Yes","Yes","Yes","SEI"
"71011","Ribble","Arnford","204","1972","","Yes","Yes","Yes","N"
"71013","Darwen","Ewood","40","1973","","Yes","Yes","Yes","PEI"
"71014","Darwen","Blue Bridge","128","1974","","Yes","Yes","Yes","PEI"
"71015","Dunsop","Footholme Flume","25","1995","","No","Yes","Yes",""
"72002","Wyre","St Michaels","275","1963","","Yes","Yes","Yes","SPG"
"72003","Hindburn","Wray","84","1967","","Yes","Yes","Yes",""
"72004","Lune","Caton","983","1959","","Yes","Yes","Yes","SRP"
"72005","Lune","Killington","219","1969","","Yes","Yes","Yes","N"
"72006","Lune","Kirkby Lonsdale","507","1968","1978","Yes","No","No",""
"72007","Brock","upstream of A6","32","1970","","Yes","Yes","Yes","N"
"72008","Wyre","Garstang","114","1967","","No","Yes","Yes","PG"
"72009","Wenning","Wennington","142","1970","","Yes","Yes","Yes","G"
"72011","Rawthey","Brigflatts","200","1968","","Yes","Yes","No","N"
"72014","Conder","Galgate","29","1966","","Yes","Yes","Yes","N"
"72015","Lune","Lunes Bridge","142","1979","","Yes","Yes","Yes","N"
"72016","Wyre","Scorton Weir","89","1967","2016","Yes","Yes","No","P"
"72807","Wenning","Hornby","232","1940","","Yes","No","No",""
"72817","New Mill Brook","Hollowforth Hall","32","1972","","Yes","Yes","Yes",""
"73002","Crake","Low Nibthwaite","73","1963","","Yes","Yes","Yes","SP"
"73003","Kent","Burneside","74","1974","2000","Yes","Yes","No","I"
"73005","Kent","Sedgwick","209","1968","","Yes","Yes","Yes","IN"
"73006","Cunsey Beck","Eel House Bridge","19","1968","","No","Yes","No","N"
"73008","Bela","Beetham","131","1969","","Yes","Yes","Yes","SG"
"73009","Sprint","Sprint Mill","35","1969","","Yes","Yes","Yes","N"
"73010","Leven","Newby Bridge","247","1939","","Yes","Yes","Yes","SPE"
"73011","Mint","Mint Bridge","66","1970","","Yes","Yes","Yes","N"
"73012","Kent","Victoria Bridge","183","1974","","Yes","Yes","Yes",""
"73013","Rothay","Miller Bridge House","64","1966","","No","Yes","No","N"
"73014","Brathay","Jeffy Knotts","57","1970","","Yes","Yes","Yes","N"
"73015","Keer","High Keer Weir","48","1971","","Yes","Yes","Yes","N"
"73017","Kent","Bowston","71","2000","","Yes","Yes","Yes",""
"74001","Duddon","Duddon Hall","86","1968","","Yes","Yes","Yes","SP"
"74002","Irt","Galesyke","44","1967","","Yes","Yes","Yes","SPI"
"74003","Ehen","Bleach Green","44","1973","","Yes","Yes","Yes","SPI"
"74005","Ehen","Braystones","126","1974","","Yes","Yes","Yes","SP"
"74006","Calder","Calder Hall","45","1964","","Yes","Yes","Yes","G"
"74007","Esk","Cropple How","70","1974","","Yes","Yes","Yes","N"
"74008","Duddon","Ulpha","48","1971","","Yes","Yes","Yes","SP"
"75001","St Johns Beck","Thirlmere Reservoir","42","1935","","Yes","Yes","Yes","SP"
"75002","Derwent","Camerton","663","1960","2009","Yes","Yes","No","SP"
"75003","Derwent","Ouse Bridge","363","1968","","Yes","Yes","Yes","SP"
"75004","Cocker","Southwaite Bridge","117","1967","","Yes","Yes","Yes","SP"
"75005","Derwent","Portinscale","235","1972","","Yes","Yes","No","S"
"75006","Newlands Beck","Braithwaite","34","1968","1997","No","Yes","No","N"
"75007","Glenderamackin","Threlkeld","65","1969","","Yes","Yes","Yes","N"
"75009","Greta","Low Briery","146","1971","2015","Yes","No","No","S"
"75010","Marron","Ullock","28","1972","1981","No","Yes","No","N"
"75016","Cocker","Scalehill","64","1974","","No","Yes","Yes","S"
"75017","Ellen","Bullgill","96","1975","","Yes","Yes","Yes","PG"
"75018","Derwent","Seaton Mill","","2011","","Yes","Yes","Yes",""
"76001","Haweswater Beck","Burnbanks","33","1951","","Yes","Yes","Yes","SP"
"76002","Eden","Warwick Bridge","1367","1966","1998","Yes","Yes","No","SP"
"76003","Eamont","Udford","396","1960","","Yes","Yes","No","S"
"76004","Lowther","Eamont Bridge","159","1962","","Yes","Yes","Yes","S"
"76005","Eden","Temple Sowerby","616","1964","","Yes","Yes","Yes","E"
"76007","Eden","Sheepmount","2287","1967","","Yes","Yes","No","SP"
"76008","Irthing","Greenholme","335","1967","","Yes","Yes","Yes","SP"
"76009","Caldew","Holm Hill","147","1968","2000","No","Yes","No","N"
"76010","Petteril","Harraby Green","160","1969","2014","Yes","Yes","No","N"
"76011","Coal Burn","Coalburn","2","1967","","Yes","Yes","Yes","N"
"76014","Eden","Kirkby Stephen","69","1971","","Yes","Yes","Yes","N"
"76015","Eamont","Pooley Bridge","145","1970","","Yes","Yes","Yes","SP"
"76017","Eden","Great Corby","1373","2004","","Yes","Yes","Yes",""
"76019","Roe Beck","Stockdalewath","63","1999","","Yes","Yes","Yes",""
"76020","Petteril","Newbiggin Bridge","","2006","","No","Yes","No",""
"76021","Eden","Great Musgrave Bridge","223","2000","","Yes","Yes","Yes",""
"76809","Caldew","Cummersdale","244","1997","","Yes","Yes","Yes",""
"76811","Dacre Beck","Dacre Bridge","36","2000","","Yes","Yes","Yes",""
"77001","Esk","Netherby","842","1963","2004","Yes","Yes","No","N"
"77002","Esk","Canonbie","495","1962","","Yes","Yes","No","SP"
"77003","Liddel Water","Rowanburnfoot","319","1973","","Yes","Yes","No","N"
"77004","Kirtle Water","Mossknowe","72","1979","","No","Yes","No","N"
"77005","Lyne","Cliff Bridge","191","1976","","No","Yes","No","N"
"78001","Annan","St Mungos Manse","730","1958","1961","No","Yes","No",""
"78003","Annan","Brydekirk","925","1967","","Yes","Yes","No","N"
"78004","Kinnel Water","Redhall","76","1963","","Yes","Yes","No","N"
"78005","Kinnel Water","Bridgemuir","229","1979","","Yes","Yes","No","N"
"78006","Annan","Woodfoot","217","1984","","No","Yes","No","N"
"79001","Afton Water","Afton Reservoir","9","1965","1981","No","Yes","No",""
"79002","Nith","Friars Carse","799","1957","","Yes","Yes","No","SPN"
"79003","Nith","Hall Bridge","155","1959","","Yes","Yes","No","SP"
"79004","Scar Water","Capenoch","142","1963","","Yes","Yes","No","N"
"79005","Cluden Water","Fiddlers Ford","238","1963","","Yes","Yes","No","SP"
"79006","Nith","Drumlanrig","471","1967","","Yes","Yes","No","SPN"
"79007","Lochar Water","Kirkblain Bridge","125","1991","2009","No","Yes","No","N"
"80001","Urr","Dalbeattie","199","1963","","Yes","Yes","No","N"
"80002","Dee","Glenlochar","809","1977","","No","Yes","No","H"
"80003","White Laggan Burn","Loch Dee","6","1980","","Yes","Yes","No","N"
"80004","Green Burn","Loch Dee","3","1983","","No","Yes","No","N"
"80005","Dargall Lane","Loch Dee","2","1983","","No","Yes","No","N"
"80006","Blackwater","Loch Dee","16","1982","","No","Yes","No","N"
"81001","Penwhirn Burn","Penwhirn Reservoir","18","1965","1968","No","Yes","No","S"
"81002","Cree","Newton Stewart","368","1963","","Yes","Yes","No","N"
"81003","Luce","Airyhemming","171","1967","","Yes","Yes","No","SPN"
"81004","Bladnoch","Low Malzie","334","1977","","No","Yes","No","N"
"81005","Piltanton Burn","Barsolus","34","1985","2011","No","Yes","No","N"
"81006","Water of Minnoch","Minnoch Bridge","141","1986","","No","Yes","No","N"
"81007","Water of Fleet","Rusko","77","1988","","No","Yes","No","N"
"82001","Girvan","Robstone","246","1963","","Yes","Yes","No","S"
"82002","Doon","Auchendrane","324","1974","","No","Yes","No","P"
"82003","Stinchar","Balnowlart","341","1972","","Yes","Yes","No",""
"83002","Garnock","Dalry","89","1963","1977","No","Yes","No",""
"83003","Ayr","Catrine","166","1970","","Yes","Yes","No","H"
"83004","Lugar Water","Langholm","181","1972","","Yes","Yes","No","N"
"83005","Irvine","Shewalton","381","1972","2009","Yes","Yes","No","E"
"83006","Ayr","Mainholm","574","1975","","Yes","Yes","No","N"
"83007","Lugton Water","Eglinton Castle","55","1978","","No","Yes","No",""
"83008","Annick Water","Dreghorn","91","1980","","No","Yes","No","N"
"83009","Garnock","Kilwinning","184","1976","","No","Yes","No",""
"83010","Irvine","Newmilns","73","1977","","No","Yes","No","N"
"83011","Ayr","Wellwood","60","1991","2010","No","Yes","No",""
"83012","Gass Water","Welltrees","14","1992","2006","No","Yes","No",""
"83013","Irvine","Glenfield","218","1913","","Yes","Yes","No","N"
"84001","Kelvin","Killermont","335","1948","","Yes","Yes","No","E"
"84002","Calder","Muirshiel","12","1952","2003","Yes","Yes","No","P"
"84003","Clyde","Hazelbank","1093","1957","","Yes","Yes","No","H"
"84004","Clyde","Sills of Clyde","742","1956","","Yes","Yes","No",""
"84005","Clyde","Blairston","1704","1958","","Yes","Yes","No","H"
"84006","Kelvin","Bridgend","64","1961","1983","No","Yes","No","E"
"84007","South Calder Water","Forgewood","93","1965","2010","Yes","Yes","No","EI"
"84008","Rotten Calder Water","Redlees","51","1966","","Yes","Yes","No","E"
"84009","Nethan","Kirkmuirhill","66","1966","","No","Yes","No","PN"
"84011","Gryfe","Craigend","86","1963","","Yes","Yes","No","S"
"84012","White Cart Water","Hawkhead","235","1963","","Yes","Yes","No","S"
"84013","Clyde","Daldowie","1903","1967","","Yes","Yes","No","E"
"84014","Avon Water","Fairholm","266","1964","","Yes","Yes","No",""
"84015","Kelvin","Dryfield","235","1965","1999","Yes","Yes","No","E"
"84016","Luggie Water","Condorrat","34","1966","","Yes","Yes","No","N"
"84017","Black Cart Water","Milliken Park","103","1967","","Yes","Yes","No","S"
"84018","Clyde","Tulliford Mill","933","1968","","Yes","Yes","No","P"
"84019","North Calder Water","Calderpark","130","1968","","Yes","Yes","No","RP"
"84020","Glazert Water","Milton of Campsie","52","1968","","Yes","Yes","No","E"
"84022","Duneaton","Maidencots","110","1973","","No","Yes","No","N"
"84023","Bothlin Burn","Auchengeich","36","1974","","Yes","Yes","No","E"
"84024","North Calder Water","Hillend","20","1972","2010","No","Yes","No","S"
"84025","Luggie Water","Oxgang","88","1974","","Yes","Yes","No","N"
"84026","Allander Water","Milngavie","33","1974","","Yes","Yes","No","S"
"84027","North Calder Water","Calderbank","61","1968","2005","No","Yes","No","S"
"84029","Cander Water","Candermill","25","1975","","No","Yes","No",""
"84030","White Cart Water","Overlee","106","1980","","No","Yes","No","S"
"84031","Watstone Burn","Watstone","5","1976","1994","No","Yes","No","N"
"84032","Bagabout Burn","Giffnock","5","1984","1997","No","Yes","No","N"
"84033","White Cart Water","MacQuisten Bridge","120","1991","2010","No","Yes","No",""
"84034","Auldhouse Burn","Spiers Bridge","17","1991","","No","Yes","No","N"
"84035","Kittoch Water","Waterside","17","1991","","Yes","Yes","No","N"
"84036","Earn Water","Letham","20","1991","","No","Yes","No","N"
"84037","Douglas Water","Happendon","97","1989","","No","Yes","No","N"
"85001","Leven","Linnbrane","784","1963","","Yes","Yes","No","S"
"85002","Endrick Water","Gaidrew","220","1967","","Yes","Yes","No","P"
"85003","Falloch","Glen Falloch","80","1970","","Yes","Yes","No","N"
"85004","Luss Water","Luss","35","1976","","No","Yes","No","N"
"86001","Little Eachaig","Dalinlongart","31","1968","2008","Yes","Yes","No","I"
"86002","Eachaig","Eckford","140","1968","1998","Yes","Yes","No","SP"
"88001","Carradale","Dippen","59","1995","","No","Yes","No",""
"89002","Linne nam Beathach","Victoria Bridge","51","1980","","No","Yes","No","N"
"89003","Orchy","Glen Orchy","251","1977","","No","Yes","No","N"
"89004","Strae","Glen Strae","36","1977","","No","Yes","No","N"
"89005","Lochy","Inverlochy","48","1978","","No","Yes","No","N"
"89006","Avich","Barnaline Lodge","32","1980","","No","Yes","No","S"
"89007","Abhainn a' Bhealaich","Braevallich","24","1981","","No","Yes","No","N"
"89008","Eas Daimh","Eas Daimh","5","1981","","No","Yes","No","N"
"89009","Eas a' Ghaill","Succoth","10","1981","1993","No","Yes","No","N"
"90003","Nevis","Claggan","69","1982","","Yes","Yes","No","P"
"91002","Lochy","Camisky","1252","1980","","No","Yes","No","SH"
"91802","Allt Leachdach","Intake","7","1938","","Yes","No","No",""
"92001","Shiel","Shielfoot","256","1995","","No","Yes","No","N"
"92002","Allt Coire nan Con","Polloch","8","1985","","Yes","Yes","No",""
"92003","Strontian","Ariundle","25","2009","","No","Yes","No",""
"92004","Aline","Craigendarroch","104","2008","","No","Yes","No",""
"93001","Carron","New Kelso","138","1979","","Yes","Yes","No","N"
"93002","Ling","Killilan","133","2002","","No","Yes","No",""
"94001","Ewe","Poolewe","441","1970","","Yes","Yes","No","N"
"94003","Kerry","Faich Bhiorach","42","2011","","No","Yes","No",""
"95001","Inver","Little Assynt","138","1977","","Yes","Yes","No","N"
"95002","Broom","Inverbroom","141","1985","","No","Yes","No","H"
"95003","Langwell","Langwell Lodge","31","2007","","No","Yes","No",""
"95004","Abhainn a'Chnocain","Elphin","11","2008","","Yes","Yes","No",""
"95005","Laxford","Laxford Bridge","113","2004","","No","Yes","No",""
"95006","Rhidorroch","Rhidorroch","77","2007","","No","Yes","No",""
"96001","Halladale","Halladale","205","1976","","Yes","Yes","No","N"
"96002","Naver","Apigill","477","1977","","Yes","Yes","No","N"
"96003","Strathy","Strathy Bridge","112","1985","","Yes","Yes","No","N"
"96004","Strathmore","Allnabad","105","1987","","Yes","Yes","No","N"
"96005","Dionard","Dionard","73","2005","","No","Yes","No",""
"96006","Borgie","Borgie Bridge","139","2007","","No","Yes","No",""
"97002","Thurso","Halkirk","413","1972","","Yes","Yes","No","RP"
"101001","Eastern Yar","Alverstone Mill","58","1957","1997","No","Yes","No","PI"
"101002","Medina","Shide","30","1965","","No","Yes","Yes","GI"
"101003","Lukely Brook","Carisbrooke Mill","16","1979","","No","Yes","No","GI"
"101004","Eastern Yar","Burnt House","60","1982","","No","Yes","Yes","PG"
"101005","Eastern Yar","Budbridge","23","1982","","No","Yes","No","PGI"
"101006","Wroxall Stream","Waightshale","16","1982","1994","No","Yes","No","GI"
"101007","Scotchells Brook","Burnt House","9","1982","1995","No","Yes","No","GI"
"102001","Cefni","Bodffordd","22","1988","","No","Yes","No",""
"105001","Snizort","Skeabost","81","2001","","No","Yes","No",""
"106001","Creed","Creed Bridge","43","1993","","No","Yes","No","IN"
"106002","Laxdale","Laxdale","11","2007","","No","Yes","No",""
"106003","Abhainn Roag","Mill Croft","14","2007","","Yes","Yes","No",""
"107001","Durkadale","Durkadale","19","1999","","No","Yes","No","N"
"201002","Fairywater","Dudgeon Bridge","158","1971","","Yes","Yes","No","N"
"201005","Camowen","Camowen Terrace","277","1972","","Yes","Yes","No","H"
"201006","Drumragh","Campsie Bridge","320","1972","","No","Yes","No","N"
"201007","Burn Dennet","Burndennet","148","1975","","Yes","Yes","No","E"
"201008","Derg","Castlederg","335","1975","","Yes","Yes","No","E"
"201009","Owenkillew","Crosh","440","1980","","Yes","Yes","No","N"
"201010","Mourne","Drumnabuoy House","1844","1982","","Yes","Yes","No","S"
"202001","Roe","Ardnargle","364","1975","","Yes","Yes","No","SN"
"202002","Faughan","Drumahoe","273","1976","","Yes","Yes","No","PGEI"
"203010","Blackwater","Maydown Bridge","970","1970","","Yes","Yes","No","GN"
"203011","Main","Dromona","244","1970","","Yes","Yes","No","S"
"203012","Ballinderry","Ballinderry Bridge","430","1970","","Yes","Yes","No","N"
"203017","Upper Bann","Dynes Bridge","316","1970","1991","Yes","Yes","No","SR"
"203018","Six-Mile Water","Antrim","278","1970","","Yes","Yes","No","REI"
"203019","Claudy","Glenone Bridge","126","1970","","Yes","Yes","No","N"
"203020","Moyola","Moyola New Bridge","304","1971","","Yes","Yes","No","SPGI"
"203021","Kellswater","Curry's Bridge","126","1971","","No","Yes","No","N"
"203022","Blackwater","Derrymeen Bridge","183","1979","","Yes","Yes","No",""
"203024","Cusher","Gamble's Bridge","171","1971","","Yes","Yes","No","N"
"203025","Callan","Martin's Bridge","167","1971","","Yes","Yes","No","RPI"
"203026","Glenavy","Glenavy","45","1971","2001","Yes","Yes","No","RP"
"203027","Braid","Ballee","177","1972","","Yes","Yes","No","E"
"203028","Agivey","Whitehill","101","1972","","Yes","Yes","No","N"
"203029","Six-Mile Water","Ballyclare","58","1973","1998","No","Yes","No","N"
"203033","Upper Bann","Bannfield","102","1975","","Yes","Yes","No","R"
"203038","Rocky","Rocky Mountain","8","1979","","No","Yes","No","N"
"203039","Clogh","Tullynewey","99","1980","","No","Yes","No","SP"
"203040","Lower Bann","Movanagher","5210","1980","","No","Yes","No","SR"
"203042","Crumlin","Cidercourt Bridge","55","1981","","Yes","Yes","No","N"
"203043","Oonawater","Shanmoy","94","1986","","Yes","Yes","No","RPI"
"203046","Rathmore Burn","Rathmore Bridge","23","1981","","Yes","Yes","No","N"
"203049","Clady","Clady Bridge","29","1982","","Yes","Yes","No",""
"203050","Ballysally Blagh","University of Ulster","14","1993","","No","Yes","No",""
"203092","Main","Dunminning","222","1983","","No","Yes","No","SR"
"203093","Main","Shane's Viaduct","707","1984","","Yes","Yes","No","RI"
"203097","Upper Bann","Moyallen","305","1990","","No","Yes","No",""
"204001","Bush","Seneirl Bridge","299","1972","","Yes","Yes","No","SPG"
"205003","Lagan","Dunmurry","445","1969","1986","Yes","No","No",""
"205004","Lagan","Newforge","492","1972","","Yes","Yes","No","GEI"
"205005","Ravernet","Ravernet","74","1972","","Yes","Yes","No","N"
"205008","Lagan","Drumiller","85","1974","","Yes","Yes","No","N"
"205010","Lagan","Banoge","190","1974","1994","Yes","Yes","No","N"
"205011","Annacloy","Kilmore Bridge","187","1979","","Yes","Yes","No",""
"205015","Cotton","Grandmere","19","1981","","No","Yes","No",""
"205020","Enler","Comber","62","1983","","Yes","Yes","No","N"
"205029","Lagan","Feeny","203","1993","","No","Yes","No",""
"205034","Woodburn","Control","0","1959","1970","Yes","No","No",""
"205101","Blackstaff","Eason's","13","1979","2002","Yes","No","No",""
"205105","Knock","Orangefield","13","1979","2013","No","Yes","No",""
"206001","Clanrye","Mountmill Bridge","120","1971","","Yes","Yes","No","N"
"206002","Jerretspass","Jerretspass","108","1971","","No","Yes","No","N"
"206004","Bessbrook","Carnbane","25","1983","","Yes","No","No",""
"206006","Annalong","Recorder","14","1895","1943","Yes","No","No",""
"236005","Colebrooke","Ballindarragh Bridge","314","1975","","Yes","Yes","No","N"
"236007","Sillees","Drumrainey Bridge","166","1981","","Yes","Yes","No","E"
"236051","Ballinamallard","Ballycassidy","159","1991","","No","Yes","No",""
